fecha,nivel,sil,snd,aisp
2021-06-16 22:10:00,0.0943,0.0,0.0,0.0
2021-06-16 22:20:00,0.0938,0.0,0.0,0.0
2021-06-16 22:30:00,0.0932,0.0,0.0,0.0
2021-06-16 22:40:00,0.0916,0.0,0.0,0.0
2021-06-16 22:50:00,0.0886,0.0,0.0,0.0
2021-06-16 23:00:00,0.0901,0.0,0.0,0.0
2021-06-16 23:10:00,0.0891,0.0,0.0,0.0
2021-06-16 23:20:00,0.0879,0.0,0.0,0.0
2021-06-16 23:30:00,0.0873,0.0,0.0,0.0
2021-06-17 00:00:00,0.0844,0.0,0.0,0.0
2021-06-17 00:10:00,0.0834,0.0,0.0,0.0
2021-06-17 00:20:00,0.0818,0.0,0.0,0.0
2021-06-17 00:30:00,0.0791,0.0,0.0,0.0
2021-06-17 00:40:00,0.0802,0.0,0.0,0.0
2021-06-17 00:50:00,0.078,0.0,0.0,0.0
2021-06-17 01:00:00,0.077,0.0,0.0,0.0
2021-06-17 01:10:00,0.0758,0.0,0.0,0.0
2021-06-17 01:20:00,0.0762,0.0,0.0,0.0
2021-06-17 01:30:00,0.0731,0.0,0.0,0.0
2021-06-17 01:40:00,0.0761,0.0,0.0,0.0
2021-06-17 01:50:00,0.0735,0.0,0.0,0.0
2021-06-17 02:00:00,0.0744,0.0,0.0,0.0
2021-06-17 02:10:00,0.0737,0.0,0.0,0.0
2021-06-17 02:20:00,0.0745,0.0,0.0,0.0
2021-06-17 02:30:00,0.0739,0.0,0.0,0.0
2021-06-17 02:40:00,0.0735,0.0,0.0,0.0
2021-06-17 02:50:00,0.072,0.0,0.0,0.0
2021-06-17 03:00:00,0.0718,0.0,0.0,0.0
2021-06-17 03:10:00,0.0718,0.0,0.0,0.0
2021-06-17 03:20:00,0.0705,0.0,0.0,0.0
2021-06-17 03:30:00,0.0718,0.0,0.0,0.0
2021-06-17 03:40:00,0.0691,0.0,0.0,0.0
2021-06-17 03:50:00,0.0675,0.0,0.0,0.0
2021-06-17 04:00:00,0.0701,0.0,0.0,0.0
2021-06-17 04:10:00,0.0681,0.0,0.0,0.0
2021-06-17 04:20:00,0.0697,0.0,0.0,0.0
2021-06-17 04:30:00,0.0691,0.0,0.0,0.0
2021-06-17 04:40:00,0.0685,0.0,0.0,0.0
2021-06-17 04:50:00,0.0659,0.0,0.0,0.0
2021-06-17 05:00:00,0.0651,0.0,0.0,0.0
2021-06-17 05:10:00,0.0645,0.0,0.0,0.0
2021-06-17 05:20:00,0.0682,0.0,0.0,0.0
2021-06-17 05:30:00,0.0672,0.0,0.0,0.0
2021-06-17 05:40:00,0.0652,0.0,0.0,0.0
2021-06-17 05:50:00,0.0661,0.0,0.0,0.0
2021-06-17 06:00:00,0.0648,0.0,0.0,0.0
2021-06-17 06:10:00,0.0636,0.0,0.0,0.0
2021-06-17 06:20:00,0.0675,0.0,0.0,0.0
2021-06-17 06:30:00,0.0638,0.0,0.0,0.0
2021-06-17 06:40:00,0.0634,0.0,0.0,0.0
2021-06-17 06:50:00,0.065,0.0,0.0,0.0
2021-06-17 07:00:00,0.0642,0.0,0.0,0.0
