fecha,nivel,aisp
2021-05-26 14:30:00,0.1025,0.0
2021-05-26 14:40:00,0.0991,0.0
2021-05-26 14:50:00,0.1001,0.0
2021-05-26 15:00:00,0.0972,0.0
2021-05-26 15:10:00,0.0988,0.0
2021-05-26 15:20:00,0.0999,0.0
2021-05-26 15:30:00,0.0973,0.0
2021-05-26 15:40:00,0.097,0.0
2021-05-26 15:50:00,0.0982,0.0
2021-05-26 16:00:00,0.0969,0.0
2021-05-26 16:10:00,0.0991,0.0
2021-05-26 16:20:00,0.0966,0.0
2021-05-26 16:30:00,0.097,0.0
2021-05-26 16:40:00,0.0959,0.0
2021-05-26 16:50:00,0.098,0.0
2021-05-26 17:00:00,0.0945,0.0
2021-05-26 17:10:00,0.0948,0.0
2021-05-26 17:20:00,0.0965,0.0
2021-05-26 17:30:00,0.0935,0.0
2021-05-26 17:40:00,0.0953,0.0
2021-05-26 17:50:00,0.0923,0.0
2021-05-26 18:00:00,0.0947,0.0
2021-05-26 18:10:00,0.0926,0.0
2021-05-26 18:20:00,0.0912,0.0
2021-05-26 18:30:00,0.0928,0.0
2021-05-26 18:40:00,0.0906,0.0
2021-05-26 18:50:00,0.0902,0.0
2021-05-26 19:00:00,0.0888,0.0
2021-05-26 19:10:00,0.0901,0.0
2021-05-26 19:20:00,0.0876,0.0
2021-05-26 19:30:00,0.0886,0.0
2021-05-26 19:40:00,0.0903,0.0
2021-05-26 19:50:00,0.0906,0.0
2021-05-26 20:00:00,0.0854,0.0
2021-05-26 20:10:00,0.087,0.0
2021-05-26 20:20:00,0.0866,0.0
2021-05-26 20:30:00,0.0849,0.0
2021-05-26 20:40:00,0.0849,0.0
2021-05-26 20:50:00,0.083,0.0
2021-05-26 21:00:00,0.0823,0.0
2021-05-26 21:10:00,0.0837,0.0
2021-05-26 21:20:00,0.0819,0.0
2021-05-26 21:30:00,0.0839,0.0
2021-05-26 21:40:00,0.0829,0.0
2021-05-26 21:50:00,0.0826,0.0
2021-05-26 22:00:00,0.0806,0.0
2021-05-26 22:10:00,0.078,0.0
2021-05-26 22:20:00,0.0803,0.0
2021-05-26 22:30:00,0.0799,0.0
2021-05-26 22:40:00,0.0829,0.0
2021-05-26 22:50:00,0.0823,0.0
2021-05-26 23:00:00,0.08,0.0
2021-05-26 23:10:00,0.0814,0.0
2021-05-26 23:20:00,0.0801,0.0
2021-05-26 23:30:00,0.0791,0.0
2021-05-26 23:40:00,0.0782,0.0
2021-05-26 23:50:00,0.0759,0.0
2021-05-27 00:00:00,0.0762,0.0
2021-05-27 00:10:00,0.0779,0.0
2021-05-27 00:20:00,0.0734,0.0
2021-05-27 00:30:00,0.0784,0.0
2021-05-27 00:40:00,0.0753,0.0
2021-05-27 00:50:00,0.0747,0.0
2021-05-27 01:00:00,0.0737,0.0
2021-05-27 01:10:00,0.0723,0.0
2021-05-27 01:20:00,0.0734,0.0
2021-05-27 01:30:00,0.0734,0.0
2021-05-27 01:40:00,0.0675,0.0
2021-05-27 01:50:00,0.0679,0.0
2021-05-27 02:00:00,0.0666,0.0
2021-05-27 02:10:00,0.066,0.0
2021-05-27 02:20:00,0.0681,0.0
2021-05-27 02:30:00,0.0695,0.0
2021-05-27 02:40:00,0.0665,0.0
2021-05-27 02:50:00,0.0666,0.0
2021-05-27 03:00:00,0.0654,0.0
2021-05-27 03:10:00,0.0658,0.0
2021-05-27 03:20:00,0.0652,0.0
2021-05-27 03:30:00,0.0628,0.0
2021-05-27 03:40:00,0.0639,0.0
2021-05-27 03:50:00,0.0622,0.0
2021-05-27 04:00:00,0.0622,0.0
2021-05-27 04:10:00,0.0603,0.0
2021-05-27 04:20:00,0.06,0.0
2021-05-27 04:30:00,0.0594,0.0
2021-05-27 04:40:00,0.0604,0.0
2021-05-27 04:50:00,0.0598,0.0
2021-05-27 05:00:00,0.0577,0.0
2021-05-27 05:10:00,0.0587,0.0
2021-05-27 05:20:00,0.0577,0.0
2021-05-27 05:30:00,0.0576,0.0
2021-05-27 05:40:00,0.0597,0.0
2021-05-27 05:50:00,0.0586,0.0
2021-05-27 06:00:00,0.058,0.0
2021-05-27 06:10:00,0.0597,0.0
2021-05-27 06:20:00,0.0583,0.0
2021-05-27 06:30:00,0.0603,0.0
2021-05-27 06:40:00,0.0586,0.0
2021-05-27 06:50:00,0.0582,0.0
2021-05-27 07:00:00,0.0592,0.0
2021-05-27 07:10:00,0.0566,0.0
2021-05-27 07:20:00,0.0576,0.0
2021-05-27 07:30:00,0.057,0.0
2021-05-27 07:40:00,0.0603,0.0
2021-05-27 07:50:00,0.0586,0.0
2021-05-27 08:00:00,0.0606,0.0
2021-05-27 08:10:00,0.0575,0.0
2021-05-27 08:20:00,0.0602,0.0
2021-05-27 08:30:00,0.0621,0.0
2021-05-27 08:40:00,0.0625,0.0
2021-05-27 08:50:00,0.0646,0.0
2021-05-27 09:00:00,0.0631,0.0
2021-05-27 09:10:00,0.0669,0.0
2021-05-27 09:20:00,0.0683,0.0
2021-05-27 09:30:00,0.0704,0.0
2021-05-27 09:40:00,0.0756,0.0
2021-05-27 09:50:00,0.076,0.0
2021-05-27 10:00:00,0.0787,0.0
2021-05-27 10:10:00,0.081,0.0
2021-05-27 10:20:00,0.0881,0.0
2021-05-27 10:30:00,0.0881,0.0
2021-05-27 10:40:00,0.0888,0.0
2021-05-27 10:50:00,0.0923,0.0
2021-05-27 11:00:00,0.0889,0.0
2021-05-27 11:10:00,0.0924,0.0
2021-05-27 11:20:00,0.0945,0.0
2021-05-27 11:30:00,0.0908,0.0
2021-05-27 11:40:00,0.0958,0.0
2021-05-27 11:50:00,0.0985,0.0
2021-05-27 12:00:00,0.0979,0.0
2021-05-27 12:10:00,0.1017,0.0
2021-05-27 12:20:00,0.1018,0.0
2021-05-27 12:30:00,0.1018,0.0
2021-05-27 12:40:00,0.1026,0.0
2021-05-27 12:50:00,0.102,0.0
2021-05-27 13:00:00,0.1017,0.0
2021-05-27 13:10:00,0.1014,0.0
2021-05-27 13:20:00,0.1012,0.0
2021-05-27 13:30:00,0.1009,0.0
2021-05-27 13:40:00,0.1006,0.0
2021-05-27 13:50:00,0.1003,0.0
2021-05-27 14:00:00,0.1001,0.0
2021-05-27 14:10:00,0.0998,0.0
2021-05-27 14:20:00,0.0995,0.0
2021-05-27 14:30:00,0.0993,0.0
2021-05-27 14:40:00,0.099,0.0
2021-05-27 14:50:00,0.0987,0.0
2021-05-27 15:00:00,0.0985,0.0
2021-05-27 15:10:00,0.0982,0.0
2021-05-27 15:20:00,0.0979,0.0
2021-05-27 15:30:00,0.0976,0.0
2021-05-27 15:40:00,0.0974,0.0
2021-05-27 15:50:00,0.0971,0.0
2021-05-27 16:00:00,0.0968,0.0
2021-05-27 16:10:00,0.0966,0.0
2021-05-27 16:20:00,0.0963,0.0
2021-05-27 16:30:00,0.096,0.0
2021-05-27 16:40:00,0.0958,0.0
2021-05-27 16:50:00,0.0955,0.0
2021-05-27 17:00:00,0.0952,0.0
2021-05-27 17:10:00,0.0949,0.0
2021-05-27 17:20:00,0.0947,0.0
2021-05-27 17:30:00,0.0944,0.0
2021-05-27 17:40:00,0.0941,0.0
2021-05-27 17:50:00,0.0939,0.0
2021-05-27 18:00:00,0.0936,0.0
2021-05-27 18:10:00,0.0933,0.0
2021-05-27 18:20:00,0.093,0.0
2021-05-27 18:30:00,0.0928,0.0
2021-05-27 18:40:00,0.0925,0.0
2021-05-27 18:50:00,0.0922,0.0
2021-05-27 19:00:00,0.092,0.0
2021-05-27 19:10:00,0.0868,0.0
2021-05-27 19:20:00,0.0892,0.0
2021-05-27 19:30:00,0.0876,0.0
2021-05-27 19:40:00,0.0855,0.0
2021-05-27 19:50:00,0.0837,0.0
2021-05-27 20:00:00,0.0837,0.0
2021-05-27 20:10:00,0.0853,0.0
2021-05-27 20:20:00,0.0837,0.0
2021-05-27 20:30:00,0.0834,0.0
2021-05-27 20:40:00,0.0854,0.0
2021-05-27 20:50:00,0.0847,0.0
2021-05-27 21:00:00,0.0835,0.0
2021-05-27 21:10:00,0.0845,0.0
2021-05-27 21:20:00,0.0852,0.0
2021-05-27 21:30:00,0.0805,0.0
2021-05-27 21:40:00,0.0846,0.0
2021-05-27 21:50:00,0.0803,0.0
2021-05-27 22:00:00,0.0789,0.0
2021-05-27 22:10:00,0.08,0.0
2021-05-27 22:20:00,0.0777,0.0
2021-05-27 22:30:00,0.0782,0.0
2021-05-27 22:40:00,0.0793,0.0
2021-05-27 22:50:00,0.0809,0.0
2021-05-27 23:00:00,0.0793,0.0
2021-05-27 23:10:00,0.0813,0.0
2021-05-27 23:20:00,0.0813,0.0
2021-05-27 23:30:00,0.078,0.0
2021-05-27 23:40:00,0.0758,0.0
2021-05-27 23:50:00,0.0759,0.0
2021-05-28 00:00:00,0.0743,0.0
2021-05-28 00:10:00,0.0758,0.0
2021-05-28 00:20:00,0.0748,0.0
2021-05-28 00:30:00,0.0749,0.0
2021-05-28 00:40:00,0.0716,0.0
2021-05-28 00:50:00,0.071,0.0
2021-05-28 01:00:00,0.0741,0.0
2021-05-28 01:10:00,0.0728,0.0
2021-05-28 01:20:00,0.0725,0.0
2021-05-28 01:30:00,0.0746,0.0
2021-05-28 01:40:00,0.0713,0.0
2021-05-28 01:50:00,0.0717,0.0
2021-05-28 02:00:00,0.0721,0.0
2021-05-28 02:10:00,0.0709,0.0
2021-05-28 02:20:00,0.0682,0.0
2021-05-28 02:30:00,0.069,0.0
2021-05-28 02:40:00,0.0625,0.0
2021-05-28 02:50:00,0.0641,0.0
2021-05-28 03:00:00,0.0639,0.0
2021-05-28 03:10:00,0.0643,0.0
2021-05-28 03:20:00,0.0637,0.0
2021-05-28 03:30:00,0.0621,0.0
2021-05-28 03:40:00,0.0573,0.0
2021-05-28 03:50:00,0.0604,0.0
2021-05-28 04:00:00,0.0593,0.0
2021-05-28 04:10:00,0.0608,0.0
2021-05-28 04:20:00,0.0578,0.0
2021-05-28 04:30:00,0.0562,0.0
2021-05-28 04:40:00,0.0556,0.0
2021-05-28 04:50:00,0.0576,0.0
2021-05-28 05:00:00,0.0553,0.0
2021-05-28 05:10:00,0.0603,0.0
2021-05-28 05:20:00,0.0562,0.0
2021-05-28 05:30:00,0.0578,0.0
2021-05-28 05:40:00,0.0586,0.0
2021-05-28 05:50:00,0.0562,0.0
2021-05-28 06:00:00,0.0565,0.0
2021-05-28 06:10:00,0.0566,0.0
2021-05-28 06:20:00,0.0572,0.0
2021-05-28 06:30:00,0.0584,0.0
2021-05-28 06:40:00,0.0574,0.0
2021-05-28 06:50:00,0.0584,0.0
2021-05-28 07:00:00,0.0581,0.0
2021-05-28 07:10:00,0.0561,0.0
2021-05-28 07:20:00,0.0577,0.0
2021-05-28 07:30:00,0.0563,0.0
2021-05-28 07:40:00,0.0563,0.0
2021-05-28 07:50:00,0.0606,0.0
2021-05-28 08:00:00,0.0585,0.0
2021-05-28 08:10:00,0.0612,0.0
2021-05-28 08:20:00,0.0611,0.0
2021-05-28 08:30:00,0.0627,0.0
2021-05-28 08:40:00,0.0617,0.0
2021-05-28 08:50:00,0.0613,0.0
2021-05-28 09:00:00,0.0653,0.0
2021-05-28 09:10:00,0.0669,0.0
2021-05-28 09:20:00,0.0665,0.0
2021-05-28 09:30:00,0.0684,0.0
2021-05-28 09:40:00,0.0727,0.0
2021-05-28 09:50:00,0.0763,0.0
2021-05-28 10:00:00,0.0817,0.0
2021-05-28 10:10:00,0.0828,0.0
2021-05-28 10:20:00,0.0874,0.0
2021-05-28 10:30:00,0.0903,0.0
2021-05-28 10:40:00,0.093,0.0
2021-05-28 10:50:00,0.0924,0.0
2021-05-28 11:00:00,0.0942,0.0
2021-05-28 11:10:00,0.0959,0.0
2021-05-28 11:20:00,0.0973,0.0
2021-05-28 11:30:00,0.1,0.0
2021-05-28 11:40:00,0.0992,0.0
2021-05-28 11:50:00,0.1012,0.0
2021-05-28 12:00:00,0.103,0.0
2021-05-28 12:10:00,0.1017,0.0
2021-05-28 12:20:00,0.1043,0.0
